Index,Average,Standard Deviation
0.0,1.072738092,0.3562004138342159
1.0,1.072738092,0.3562004138342159
2.0,1.012154172,0.32150697861325117
3.0,1.012980662,0.32058307103474976
4.0,1.012980662,0.32058307103474976
5.0,1.022078322,0.3093543307486448
10.0,0.990889228,0.391374070318676
15.0,0.9993200520000001,0.3308393598086304
20.0,1.086003292,0.2623584254167528
30.0,0.8279808860000001,0.11269062279143648
40.0,1.13065356,0.2518160101712566
50.0,0.77613234,0.07776331034591699
60.0,0.8823589799999999,0.16307339344446597
70.0,0.8649717840000001,0.14479464466563252
80.0,0.9339876799999999,0.1819008464875043
90.0,0.96645381,0.22713920509161428
100.0,1.00146914,0.13202478822828087
