Index,Average,Standard Deviation
0.0,86.0480472,7.845578001540444
1.0,87.00797639999999,6.674933240365285
2.0,93.69787,6.055368819224803
3.0,93.0764,6.923640424086157
4.0,95.696586,8.499809113273924
5.0,94.06897000000001,7.354341971143307
10.0,101.246244,6.877360923611905
15.0,101.835558,7.83228245820887
20.0,110.307726,7.267604986862182
30.0,107.209095,8.36613546648152
40.0,106.58070520000001,7.7121106426453805
50.0,110.40727580000001,8.52342487439354
60.0,106.729619,6.24577754014374
70.0,108.0041052,6.5906440733011955
80.0,108.0700952,7.052857887945581
90.0,109.81663600000002,10.098401803348091
100.0,108.4631218,6.7427264005822565
