Index,Average,Standard Deviation
0.0,240.47936400000003,19.072274266682104
1.0,248.213324,13.966359393280127
2.0,239.96576399999998,13.889897317209506
3.0,238.62828800000003,16.522665090803486
4.0,243.66430799999998,14.61689967199665
5.0,245.244758,15.449153980021553
10.0,240.71245199999998,13.416049612820302
15.0,235.29069199999998,11.076081935954434
20.0,244.51243999999997,11.097322848332393
30.0,237.123042,8.575540471119945
40.0,245.48270200000002,16.930367915690912
50.0,243.21326399999998,14.135333239069539
60.0,243.044824,5.432972707921878
70.0,240.13425,13.114281382090295
80.0,248.21356800000004,5.751693175962712
90.0,253.92389400000002,11.831349145341957
100.0,240.276602,10.875486830244245
