Index,Average,Standard Deviation
0.0,84.758293,8.364042087233658
1.0,87.6955322,6.546066376886758
2.0,90.5850604,5.228257755912406
3.0,90.992011,4.7150439652440115
4.0,91.38819299999999,8.134315507612083
5.0,89.35715,5.140605753181233
10.0,92.1480976,5.185347533278348
15.0,97.086524,8.886855717623327
20.0,105.75599480000001,9.511666430480211
30.0,103.8283042,9.192451637540582
40.0,102.4392312,8.708359897790041
50.0,105.47240400000001,9.634312384627354
60.0,107.761022,7.127303218767671
70.0,110.04024800000002,7.816895848673949
80.0,106.536462,7.314207104041834
90.0,110.275512,9.51021773814543
100.0,112.8023948,4.334245039253335
