Index,Average,Standard Deviation
0.0,228.25017000000003,6.917338475728938
1.0,226.60945999999998,7.257388545718079
2.0,231.35689199999996,9.701260362496003
3.0,228.48501000000002,7.089232984770636
4.0,234.23812400000003,8.676549878133821
5.0,230.24494599999997,13.187856205208792
10.0,234.46626600000005,17.83809387451765
15.0,231.47809999999998,14.883430921051769
20.0,223.929958,15.32430057576972
30.0,223.744738,18.318226517722074
40.0,226.48353200000003,12.310401063189458
50.0,223.498826,7.2347123082113
60.0,222.37357400000002,14.94073325315273
70.0,209.16115399999998,19.736058691719176
80.0,204.13164999999998,24.204251397056673
90.0,201.82404200000002,19.445003628917533
100.0,199.84704599999998,21.240667008485964
