Index,Average,Standard Deviation
0.0,452.24159799999995,55.263616981681686
1.0,401.351994,63.82236722843914
2.0,379.332516,58.458838713659574
3.0,392.89193000000006,47.080009364589976
4.0,376.66783599999997,81.76295482386351
5.0,360.48828799999995,110.32404844767136
10.0,305.08251400000006,132.44870499135817
15.0,360.87705600000004,83.39728810764258
20.0,234.475084,103.95385024877463
30.0,160.72807199999997,98.0531584394576
40.0,75.28176850000001,87.64776083188158
50.0,87.1956706,135.30708881517546
60.0,59.5727108,105.31844665254326
70.0,-8.125637999999999,110.90946167261188
80.0,127.96848900000002,289.60080237677266
90.0,7.958698999999998,61.5810535810271
100.0,-67.8306232,33.03145024922156
