Index,Average,Standard Deviation
0.0,0.7295366879999999,0.16198249290532538
1.0,0.724108584,0.14800158127575982
2.0,0.6746649720000001,0.15770666479771084
3.0,0.6746649720000001,0.15770666479771084
4.0,0.675856946,0.15632343988645664
5.0,0.6040935000000001,0.08735917059281917
10.0,0.600321944,0.08667352618272932
15.0,0.577686278,0.06542256685138803
20.0,0.5937338,0.038179307484432476
30.0,0.618946764,0.06111478492625514
40.0,0.64011904,0.04420377562135842
50.0,0.7633174119999999,0.13936501106034535
60.0,0.660651704,0.07283374142442653
70.0,0.660651704,0.07283374142442653
80.0,0.679272332,0.0880210345527573
90.0,0.685017326,0.098961117163264
100.0,0.715934264,0.13599359050330187
