Index,Average,Standard Deviation
0.0,228.668432,6.1605268162370646
1.0,227.95909199999997,5.3018775866456895
2.0,230.762988,10.014610929947105
3.0,229.346938,6.465930280302748
4.0,233.90741000000003,8.897902832757843
5.0,234.142004,11.252016007293275
10.0,233.52673400000003,17.656295606844154
15.0,235.41548199999997,15.364732910980784
20.0,225.44075399999997,14.734502131034633
30.0,229.14291799999995,14.855776876302912
40.0,229.54548999999997,12.59434757473527
50.0,226.036258,6.969175927472063
60.0,218.84769999999997,16.148370716797395
70.0,207.74575199999998,20.934277787708275
80.0,202.210096,24.88479674011873
90.0,195.890928,23.839298900453766
100.0,195.286206,22.46111188826288
