value_max_1,value_max_2,value_max_3,value_mean_1,value_mean_2,value_mean_3
0.4939609269301097,0.8547612627347311,0.13581338524818418,0.45594998200734455,0.6675405104955038,0.26047530770301813
0.5119433204332987,0.8918159206708273,0.10192129015922542,0.5002449154853821,0.7115873495737711,0.22568350533644357
0.5719704627990723,0.848213255405426,0.11474195619424177,0.5404547055562338,0.6920300324757894,0.1776664803425471
0.5873793760935465,0.8392101327578226,0.0776028955976168,0.5473605195681254,0.7412954171498617,0.17047807574272153
0.6241486668586731,0.8123065034548441,0.04725858941674227,0.5857422153155009,0.7199474970499674,0.13524694244066868
0.6522984902064005,0.8295247753461202,0.0568002226452032,0.608345111211141,0.7182305256525675,0.11404843876759208
0.6622456113497416,0.840886394182841,0.040549845745166097,0.626040538152059,0.745294193426768,0.09337818374236417
0.688362181186676,0.8555840651194254,0.038172806302706336,0.6357233921686808,0.7889560659726461,0.07157405714193978
0.6884841521581014,0.8722326358159384,0.03679489530622953,0.6588878830273946,0.7705104152361552,0.06388517717520394
0.7009021242459615,0.8674336473147074,0.03115068065623437,0.6756670475006104,0.7552774945894877,0.05248299737771347
0.7143471837043762,0.8419427871704102,0.03046902269124983,0.6904145280520121,0.7356285452842712,0.0480811384816964
0.7255177100499471,0.8474390506744385,0.019854738997916368,0.7013258536656698,0.7483097910881042,0.04187177369991934
0.719804584980011,0.8730355302492777,0.020572427039345066,0.6988145510355631,0.7944936553637186,0.04028831173976257
0.7237328489621481,0.8614432017008463,0.024704006810983,0.7037809689839681,0.7852549950281779,0.03470705573757486
0.7298671007156372,0.8420780698458353,0.020585079366962068,0.7183467944463094,0.7561905980110168,0.03290074194471037
0.7136813799540201,0.8737704157829285,0.02154734730720517,0.7138760487238566,0.7851337989171346,0.034022343655427265
0.7274857560793558,0.8731765945752462,0.0175648387521505,0.7159751256306967,0.8043577472368876,0.028792582452297166
0.7258862853050232,0.8800792098045349,0.023742641632755534,0.7250240842501322,0.792843242486318,0.03125947838028267
0.7274518609046936,0.8606972495714823,0.017492724582552868,0.7263982097307841,0.7713143825531006,0.028644165645043032
0.7371828754742941,0.8616273005803426,0.015821243015428334,0.7273921171824137,0.7871890862782797,0.027363428225119866
0.7464558482170105,0.7869323293368021,0.02109379755953943,0.7378612756729126,0.7146989901860555,0.02898298576474187
0.7252099712689718,0.8702880144119263,0.017570236076911234,0.7265528440475464,0.7913863658905029,0.027013634641965167
0.7316653927167257,0.8647364775339762,0.017842671213050634,0.7239015301068624,0.8045676151911417,0.025009137888749398
0.7325390179951986,0.858345607916514,0.01946467533707613,0.7241278489430746,0.7992302974065145,0.029018459220727235
0.7245285312334696,0.8589285612106323,0.020667625591158836,0.7293335199356079,0.7791615724563599,0.0265443964550892
0.75629061460495,0.8061556220054626,0.015146659997602266,0.7397772073745728,0.7512469490369161,0.024620637297630265
0.7356568376223246,0.8531216979026794,0.016796657194693834,0.7321426471074423,0.7810801863670349,0.025504861027002296
0.7422033548355103,0.8673878113428751,0.018422218660513533,0.7277288834253947,0.8264275193214417,0.025792225574453598
0.7444265882174174,0.8451430400212606,0.015832249075174266,0.7356289823849996,0.792946974436442,0.024536025399963034
0.7428776423136393,0.8579556345939636,0.017414284870028465,0.7308011054992676,0.8118705153465271,0.025077944621443703
0.7333920995394388,0.8748667041460673,0.016284498696525866,0.731473445892334,0.8165342807769775,0.02477740123867987
0.7421689629554749,0.8809351523717245,0.0170220971728364,0.735438605149587,0.8406790296236674,0.022018454968929232
0.7472540537516276,0.8683418035507202,0.0146564822643995,0.7364704608917236,0.8310419122378031,0.020919086411595265
0.7420337200164795,0.8768805066744486,0.015083620945612532,0.7436283032099406,0.8176719943682352,0.02022402361035343
0.7508968512217203,0.838577389717102,0.016556954942643566,0.7522403001785278,0.7723392446835836,0.019091896091898233
0.7494285305341085,0.8902998367945353,0.012302236010630865,0.7485513091087341,0.8365242083867391,0.017749095335602733
0.7648594975471497,0.8409339586893717,0.015405572019517401,0.7611429691314697,0.7830899357795715,0.020317793513337734
0.7688193718592325,0.8679628769556681,0.010217950679361766,0.7628727555274963,0.8296868602434794,0.014657525345683034
0.776232639948527,0.8725732763608297,0.010295066982507666,0.769183357556661,0.840935468673706,0.012895454652607366
0.779358446598053,0.8714184562365214,0.0104255170250932,0.7843437989552816,0.8219452699025472,0.011849174896876001
0.7982279260953268,0.8430885076522827,0.008859471262743035,0.7965681950251261,0.7880205114682516,0.011102121944228735
