value_max_1,value_max_2,value_max_3,value_mean_1,value_mean_2,value_mean_3
0.5727367401123047,0.025444447994232178,0.53512042760849,0.5613263845443726,0.10816927254199982,0.5405461192131042
0.517142117023468,0.03151470795273781,0.4400350749492645,0.5008690357208252,0.10079698264598846,0.5503795146942139
0.4738542139530182,0.035247575491666794,0.4658445417881012,0.4346574544906616,0.06596904993057251,0.47000324726104736
0.6747087240219116,0.030411172658205032,0.5742161870002747,0.5804612636566162,0.07575127482414246,0.5883027911186218
0.5055840611457825,0.016880914568901062,0.4282955527305603,0.4872906506061554,0.056220173835754395,0.5060665011405945
0.5648618340492249,0.024588104337453842,0.5149301886558533,0.4936264753341675,0.0473359078168869,0.521731972694397
0.42927056550979614,0.00954040139913559,0.4095618724822998,0.44429460167884827,0.025751743465662003,0.4535363018512726
0.4627750813961029,0.008411291055381298,0.4359131455421448,0.490043580532074,0.022931694984436035,0.48155659437179565
0.4905743896961212,0.007689950987696648,0.42886438965797424,0.4489169716835022,0.017035020515322685,0.4482179880142212
0.4632839858531952,0.006231844425201416,0.5015760064125061,0.4695797860622406,0.012864156626164913,0.4438319802284241
0.3755026161670685,0.005181545857340097,0.36068692803382874,0.44430845975875854,0.013031288981437683,0.43885916471481323
0.5042754411697388,0.004823583178222179,0.47691139578819275,0.4636429250240326,0.012289026752114296,0.45926281809806824
0.4359426498413086,0.002936459146440029,0.416684091091156,0.472769170999527,0.009724698960781097,0.4530996084213257
0.5392895340919495,0.005602019838988781,0.44570109248161316,0.4722941219806671,0.008209465071558952,0.4240671694278717
0.46956807374954224,0.003871836233884096,0.4251231253147125,0.4580947160720825,0.007464712485671043,0.4371144771575928
0.548725426197052,0.005647684447467327,0.4890757203102112,0.5160936117172241,0.010629139840602875,0.4979855418205261
0.5674540996551514,0.003403293201699853,0.44781890511512756,0.5081896185874939,0.0053794425912201405,0.40943074226379395
0.5331897139549255,0.004398811608552933,0.48483291268348694,0.5028499960899353,0.006440367549657822,0.4766390919685364
0.47272366285324097,0.0038662089500576258,0.36511915922164917,0.4131966829299927,0.006247316487133503,0.3863067924976349
0.49141445755958557,0.002367265522480011,0.3661959767341614,0.4614957273006439,0.006386390887200832,0.41235923767089844
0.5507543683052063,0.006813208572566509,0.4850134253501892,0.49300503730773926,0.008803445845842361,0.491452157497406
0.5008522868156433,0.003680711379274726,0.4305158257484436,0.45624032616615295,0.006849173456430435,0.42889899015426636
0.49860072135925293,0.0020759906619787216,0.37472647428512573,0.4992666244506836,0.004419822711497545,0.42362773418426514
0.5653939843177795,0.005272117909044027,0.5026527643203735,0.5358759164810181,0.008147118613123894,0.484171986579895
0.474738210439682,0.0036956998519599438,0.41356420516967773,0.47565674781799316,0.006354496814310551,0.41694027185440063
0.45411673188209534,0.004411696456372738,0.4255596399307251,0.4706714451313019,0.007196683902293444,0.44729167222976685
0.5169129967689514,0.004677733406424522,0.4405699670314789,0.5015707015991211,0.006946202367544174,0.4427679777145386
0.48948267102241516,0.002834254177287221,0.4625410735607147,0.5073331594467163,0.005626052618026733,0.4593149423599243
0.44453904032707214,0.0036212103441357613,0.37747618556022644,0.41627228260040283,0.005122304894030094,0.40950632095336914
0.5016482472419739,0.0030338044743984938,0.3964371383190155,0.489956796169281,0.0057103331200778484,0.44239768385887146
0.5372005105018616,0.0027860181871801615,0.4650972783565521,0.49419400095939636,0.005580011289566755,0.4307238459587097
0.5215222239494324,0.0031939097680151463,0.5163814425468445,0.5376322269439697,0.0044900523498654366,0.49176526069641113
0.540577232837677,0.0034163682721555233,0.43599778413772583,0.49392929673194885,0.004333324730396271,0.4560903310775757
0.5143932104110718,0.003621151903644204,0.44752541184425354,0.525143563747406,0.004712472669780254,0.4809151291847229
0.5146022439002991,0.00261445133946836,0.4603685736656189,0.49456942081451416,0.0037355241365730762,0.4191126525402069
0.44358399510383606,0.001626497134566307,0.34841084480285645,0.4403352737426758,0.0031861017923802137,0.39101845026016235
0.6657405495643616,0.0038683984894305468,0.5506653785705566,0.6164931058883667,0.006297725718468428,0.5749374628067017
0.49198904633522034,0.0017007871065288782,0.4070659279823303,0.4843728542327881,0.0028067862149327993,0.42780134081840515
0.5020144581794739,0.0017201254377141595,0.4232703149318695,0.49040043354034424,0.002296977676451206,0.4448961317539215
0.49091172218322754,0.0012160891201347113,0.4375481903553009,0.49857592582702637,0.0019000679021701217,0.47693562507629395
0.47851645946502686,0.0009140326292254031,0.4532773792743683,0.49552738666534424,0.0015541500179097056,0.45352041721343994
