Index,Average,Standard Deviation
0.0,0.6223219725,0.12884827858781145
1.0,0.6299262025,0.11791727268945638
2.0,0.7085918475,0.07974579213605737
3.0,0.6854744775,0.20316850409888862
4.0,0.6854744775,0.20316850409888862
5.0,0.6854744775,0.20316850409888862
10.0,0.73341856,0.16411516114378358
15.0,0.9301773624999999,0.26495567868652903
20.0,0.7193863425,0.18418608015832336
30.0,0.6688567875,0.09795189855050268
40.0,0.9005242125,0.10045922310826155
50.0,0.7625994375,0.10736365444888332
60.0,0.801604965,0.08806238916937625
70.0,0.8691976875,0.12763961452342282
80.0,0.984606775,0.19943601344718778
90.0,0.9057946625000001,0.11457488209024796
100.0,0.7148021124999999,0.03855163800593263
