Index,Average,Standard Deviation
0.0,0.875747348,0.007777805615391502
1.0,0.8794809100000001,0.007384724857325425
2.0,0.875747348,0.007777805615391502
3.0,0.879495336,0.00839969162932448
4.0,0.86655262,0.01445369189027634
5.0,0.875838068,0.005381552941976492
10.0,0.9283985720000001,0.03960480848803001
15.0,0.9219230919999999,0.03557950971309322
20.0,0.9377211580000001,0.03752827889590271
30.0,0.9417082640000001,0.024117073349504567
40.0,0.920853134,0.02567212831519086
50.0,0.9476003199999999,0.024728580993287907
60.0,0.964693046,0.010233393009569427
70.0,0.95418093,0.012034463860081156
80.0,0.979887038,0.006500472833246511
90.0,0.969234754,0.02184424030519037
100.0,0.980872516,0.0073716164275974055
