Index,Average,Standard Deviation
0.0,79.4681358,5.556595148744685
1.0,84.905659,3.8482512177278667
2.0,88.06335,3.050301645418041
3.0,93.95254680000001,4.447134818003269
4.0,92.54075800000001,6.104397519930694
5.0,93.6919192,6.179032966175413
10.0,95.223468,12.536573167672897
15.0,99.5785532,10.726258105210078
20.0,105.305447,8.841506809578107
30.0,106.41178199999999,6.456572619761664
40.0,108.38532300000001,5.474125160581915
50.0,106.831199,6.856744943381225
60.0,106.59890679999998,4.311448906346095
70.0,108.500234,7.8162695485905545
80.0,102.77641999999999,9.483541440596966
90.0,108.71531320000001,10.774698545825261
100.0,104.80047199999998,6.894822539871376
