Index,Average,Standard Deviation
0.0,240.47936400000003,19.072274266682104
1.0,247.55410999999998,21.482809538588754
2.0,246.09394000000003,14.78108886134036
3.0,241.14590600000002,13.654780971974029
4.0,246.618538,12.431114456878603
5.0,248.51349399999998,8.019484629796608
10.0,253.16949599999998,6.4482858393362195
15.0,253.96808000000001,8.167214263840524
20.0,253.78005799999997,9.30756026989973
30.0,251.31725,6.128153022580304
40.0,249.923878,8.003695540544756
50.0,253.47684399999997,11.675406419870104
60.0,246.01610599999998,7.99716627373872
70.0,244.149384,6.837880600433445
80.0,245.48437400000003,9.72389393603735
90.0,237.26397800000004,8.778619889133829
100.0,233.797912,16.63235037539
