0.0,,2.5786922,,0.6916977
0.0,,2.5786922,,0.6916977
1.0,,2.8012538,,0.7786336
2.0,,2.8012538,,0.7786336
3.0,,2.8012538,,0.7786336
4.0,,2.8012538,,0.7786336
5.0,,2.8012538,,0.7786336
10.0,,2.8012538,,0.7786336
15.0,,2.8012538,,0.7786336
20.0,,2.8012538,,0.7786336
30.0,,2.5667384,,0.6870284
40.0,,1.9884505,,0.4611405
50.0,,2.4286325,,0.63308215
60.0,,2.4286325,,0.63308215
70.0,,2.4286325,,0.63308215
80.0,,2.2399337,,0.5593736
90.0,,2.0984108,,0.5040927
100.0,,1.9605942,,0.45025945
0.0,,2.8380141,,0.7929927
1.0,,2.8380141,,0.7929927
2.0,,2.8380141,,0.7929927
3.0,,2.8380141,,0.7929927
4.0,,2.8380141,,0.7929927
5.0,,2.8380141,,0.7929927
10.0,,2.8380141,,0.7929927
15.0,,2.8380141,,0.7929927
20.0,,2.8380141,,0.7929927
30.0,,2.8380141,,0.7929927
40.0,,2.0777774,,0.49603295
50.0,,2.0777774,,0.49603295
60.0,,2.0777774,,0.49603295
70.0,,2.0777774,,0.49603295
80.0,,2.0777774,,0.49603295
90.0,,2.0777774,,0.49603295
100.0,,1.9178275,,0.4335541
0.0,,2.6039948,,0.70158136
1.0,,2.6039948,,0.70158136
2.0,,2.6039948,,0.70158136
3.0,,2.6039948,,0.70158136
4.0,,2.6039948,,0.70158136
5.0,,2.6039948,,0.70158136
10.0,,2.6039948,,0.70158136
15.0,,2.9701073,,0.8445903
20.0,,2.9701073,,0.8445903
30.0,,2.9701073,,0.8445903
40.0,,2.5534797,,0.68184936
50.0,,1.9824381,,0.45879197
60.0,,1.9824381,,0.45879197
70.0,,2.1350715,,0.5184129
80.0,,1.7912441,,0.38410878
90.0,,1.7929802,,0.3847869
100.0,,2.0754035,,0.49510562
0.0,,2.4760776,,0.6516149
1.0,,2.4760776,,0.6516149
2.0,,2.4760776,,0.6516149
3.0,,2.4760776,,0.6516149
4.0,,2.4760776,,0.6516149
5.0,,2.4760776,,0.6516149
10.0,,3.0441766,,0.8735229
15.0,,2.4760776,,0.6516149
20.0,,2.4760776,,0.6516149
30.0,,2.4760776,,0.6516149
40.0,,2.4800992,,0.65318584
50.0,,2.4992554,,0.66066855
60.0,,2.140389,,0.52048993
70.0,,1.9884505,,0.4611405
80.0,,1.8276156,,0.39831603
90.0,,1.8276156,,0.39831603
100.0,,2.0418243,,0.48198915
0.0,,2.8576026,,0.8006443
1.0,,2.8576026,,0.8006443
2.0,,2.8576026,,0.8006443
3.0,,2.8576026,,0.8006443
4.0,,2.8576026,,0.8006443
5.0,,2.8576026,,0.8006443
10.0,,2.6933217,,0.7364737
15.0,,2.6933217,,0.7364737
20.0,,2.6933217,,0.7364737
30.0,,2.6933217,,0.7364737
40.0,,2.6933217,,0.7364737
50.0,,2.6933217,,0.7364737
60.0,,2.3250842,,0.5926347
70.0,,2.3250842,,0.5926347
80.0,,2.240521,,0.559603
90.0,,2.240521,,0.559603
100.0,,2.2399337,,0.5593736
0.0,,3.2041264,,0.93600166
1.0,,3.2041264,,0.93600166
2.0,,3.2041264,,0.93600166
3.0,,3.2041264,,0.93600166
4.0,,3.2041264,,0.93600166
5.0,,2.6933217,,0.7364737
10.0,,2.1946135,,0.54167086
15.0,,2.4687612,,0.64875704
20.0,,2.1946135,,0.54167086
30.0,,2.4012783,,0.6223972
40.0,,2.0836048,,0.4983092
50.0,,2.2670197,,0.5699538
60.0,,2.2670197,,0.5699538
70.0,,2.2670197,,0.5699538
80.0,,2.2677898,,0.5702546
90.0,,2.2670197,,0.5699538
100.0,,2.2670197,,0.5699538
0.0,,4.361146,,1.3879508
1.0,,4.361146,,1.3879508
2.0,,4.361146,,1.3879508
3.0,,3.5856519,,1.0850312
4.0,,3.5856519,,1.0850312
5.0,,3.5856519,,1.0850312
10.0,,2.486657,,0.65574735
15.0,,2.486657,,0.65574735
20.0,,2.486657,,0.65574735
30.0,,2.4286325,,0.63308215
40.0,,1.9178275,,0.4335541
50.0,,2.1672592,,0.5309859
60.0,,2.2399337,,0.5593736
70.0,,2.2399337,,0.5593736
80.0,,1.9417354,,0.4428929
90.0,,1.9417354,,0.4428929
100.0,,1.9417354,,0.4428929
0.0,,4.871951,,1.5874788
1.0,,4.871951,,1.5874788
2.0,,4.871951,,1.5874788
3.0,,4.871951,,1.5874788
4.0,,4.871951,,1.5874788
5.0,,4.871951,,1.5874788
10.0,,4.871951,,1.5874788
15.0,,4.871951,,1.5874788
20.0,,2.7233846,,0.74821675
30.0,,2.5333717,,0.67399484
40.0,,2.1946135,,0.54167086
50.0,,2.039342,,0.4810195
60.0,,2.2362082,,0.55791837
70.0,,1.9178275,,0.4335541
80.0,,1.9178275,,0.4335541
90.0,,2.0346634,,0.47919196
100.0,,2.0346634,,0.47919196
