Index,Average,Standard Deviation
0.0,0.9159650579999999,0.023154661722431965
1.0,0.9083784119999999,0.027929725465517495
2.0,0.905308682,0.03432815180485101
3.0,0.915410524,0.044969564246771426
4.0,0.9100070499999999,0.039478437594514804
5.0,0.914441554,0.03546721958970939
10.0,0.9284769299999999,0.03143700774502307
15.0,0.94326274,0.01327952638867062
20.0,0.944386322,0.020038815173875315
30.0,0.9570404079999999,0.017293393262586006
40.0,0.94147324,0.03636833892268659
50.0,0.957452726,0.019587633739491465
60.0,0.9578011280000001,0.019114355478161867
70.0,0.9690780880000001,0.017464539565135283
80.0,0.958840208,0.023911267105731854
90.0,0.957094028,0.02248739447455251
100.0,0.9615965579999999,0.017429591324011433
