Index,Average,Standard Deviation
0.0,0.885300808,0.013771832077289362
1.0,0.8908486219999998,0.03316981284190696
2.0,0.8986352719999999,0.03474945032586177
3.0,0.922718888,0.04653850961040475
4.0,0.9208758080000001,0.04471816633973553
5.0,0.9390075920000001,0.01925200730749228
10.0,0.9257391159999999,0.030590622580699205
15.0,0.959953428,0.014620325347287435
20.0,0.95494378,0.02091797262925448
30.0,0.966012482,0.014392616587623511
40.0,0.920251128,0.034838997339153376
50.0,0.94506046,0.02597470950340735
60.0,0.9519029199999999,0.02895447642782718
70.0,0.9581722279999999,0.02542564677509573
80.0,0.9566260379999999,0.022394100225479364
90.0,0.9635818759999999,0.014940237745238977
100.0,0.96367052,0.014960846591474678
