Index,Average,Standard Deviation
0.0,81.9303638,4.31640010819407
1.0,83.34509299999999,3.7239516485872914
2.0,86.37487800000001,3.6876705128740035
3.0,89.239512,5.124594624450409
4.0,88.9231064,5.52983035918946
5.0,90.496683,4.457077721370359
10.0,96.234228,5.544831038934913
15.0,96.904804,8.446934385520844
20.0,98.31537699999998,5.74184563593937
30.0,99.19834,11.326300061200921
40.0,103.9316532,10.309546554563543
50.0,104.67495999999998,11.654102092360441
60.0,109.02704200000001,5.853327992909335
70.0,103.22147399999999,8.004877171763724
80.0,104.77935299999999,8.282995449612176
90.0,106.87134079999998,8.149370362578113
100.0,102.01351919999999,5.140760244328319
