Index,Average,Standard Deviation
0.0,0.872362188,0.0077499303282401065
1.0,0.87955925,0.007419199818713606
2.0,0.8750938380000001,0.007479353210149628
3.0,0.87084692,0.00951633890038812
4.0,0.879841706,0.006646852916885092
5.0,0.8876345179999999,0.022327459060602857
10.0,0.9147383999999998,0.03453494687676006
15.0,0.937906632,0.03951956291149099
20.0,0.9522492119999999,0.025100952882645213
30.0,0.939675508,0.013592886597196919
40.0,0.95091946,0.012675054129525456
50.0,0.955057126,0.03180310540775261
60.0,0.95646723,0.00907051176580461
70.0,0.97669983,0.009909249872800681
80.0,0.963785968,0.02620693604977307
90.0,0.962460306,0.012897990353945205
100.0,0.9744382640000001,0.007141307898623627
