Index,Average,Standard Deviation
0.0,0.875747348,0.007777805615391502
1.0,0.8794809100000001,0.007384724857325425
2.0,0.875015498,0.0073980212866965695
3.0,0.87423208,0.010062424926976598
4.0,0.8797633659999999,0.006611697525838873
5.0,0.8910196779999999,0.019888431485553013
10.0,0.920679934,0.037085312168982254
15.0,0.939805372,0.0403697817837344
20.0,0.937224262,0.02744587963011162
30.0,0.9387148200000001,0.01379551234588986
40.0,0.9365625,0.021412013678213444
50.0,0.9425040540000001,0.03254552568034356
60.0,0.94322971,0.021082531078464008
70.0,0.9788603800000001,0.01195015900976218
80.0,0.95593334,0.031014821061831697
90.0,0.9608522660000001,0.011511612830239874
100.0,0.9711891720000001,0.009986752742665486
