Index,Average,Standard Deviation
0.0,78.78708180000001,5.610746500310219
1.0,82.70101,3.2816366756787683
2.0,85.97226380000001,3.7445258858843244
3.0,90.289856,4.8958344661062645
4.0,90.17083599999998,4.688726479213561
5.0,89.936609,5.498932493453982
10.0,92.0064698,6.926191462541316
15.0,100.77301680000001,5.636319541743614
20.0,100.91033479999999,4.381376676258296
30.0,106.480816,9.516042561982582
40.0,106.043119,7.524602982310389
50.0,109.11004600000001,10.038819468540234
60.0,106.418319,3.5956337253958446
70.0,108.32652920000001,8.621079488709206
80.0,109.656204,6.02343967312233
90.0,104.69908480000001,6.623954243343361
100.0,100.9734072,5.313681359161779
