value_max_1,value_max_2,value_max_3,value_mean_1,value_mean_2,value_mean_3
0.47121092677116394,0.8887799382209778,0.13158364593982697,0.45035549998283386,0.6830165386199951,0.25538769364356995
0.4964331388473511,0.9046788811683655,0.08660446852445602,0.4994164705276489,0.7188365459442139,0.21092966198921204
0.652479887008667,0.7900058627128601,0.04570627957582474,0.5445356965065002,0.6753802299499512,0.16614693403244019
0.6212071776390076,0.8386058807373047,0.07521525025367737,0.5460019707679749,0.7676839828491211,0.16194197535514832
0.6080524921417236,0.8383588790893555,0.043620068579912186,0.6006288528442383,0.6865718364715576,0.13291612267494202
0.6851546168327332,0.8157259225845337,0.04364357888698578,0.6114569902420044,0.7189493179321289,0.10559982806444168
0.6558479070663452,0.8445090651512146,0.0483226478099823,0.631976306438446,0.7356595993041992,0.09261275827884674
0.7102580666542053,0.8356994986534119,0.027464061975479126,0.6460744142532349,0.7843142747879028,0.07000214606523514
0.6807534098625183,0.8854316473007202,0.018881652504205704,0.6604695320129395,0.7799268960952759,0.0633249431848526
0.7034443616867065,0.907006561756134,0.021520597860217094,0.6479949951171875,0.8440276384353638,0.06057482957839966
0.6888480186462402,0.8763807415962219,0.0200990941375494,0.679259181022644,0.77825528383255,0.051336027681827545
0.7257105112075806,0.8692860007286072,0.0212114155292511,0.7031583189964294,0.7650654911994934,0.0421832874417305
0.7167789340019226,0.8665992617607117,0.029732726514339447,0.7030901312828064,0.762365460395813,0.04142272099852562
0.7444782257080078,0.8100212812423706,0.017850827425718307,0.7126989364624023,0.7480642795562744,0.03113373927772045
0.7282924056053162,0.8351050019264221,0.020117605105042458,0.7249374985694885,0.7342938184738159,0.02901904657483101
0.7236893773078918,0.8822916150093079,0.020669208839535713,0.7168436050415039,0.8073229789733887,0.03010554611682892
0.740207850933075,0.8628117442131042,0.017836222425103188,0.7298910617828369,0.7751424312591553,0.027885805815458298
0.7467734217643738,0.8711350560188293,0.01899774558842182,0.7259466052055359,0.8087468147277832,0.02838495559990406
0.7345200777053833,0.8458120226860046,0.011698405258357525,0.7332167029380798,0.7503409385681152,0.027330074459314346
0.748963475227356,0.8359143137931824,0.01837228611111641,0.7437042593955994,0.7413548231124878,0.026840586215257645
0.7538019418716431,0.7606844902038574,0.01669962890446186,0.74041348695755,0.6964014172554016,0.027317602187395096
0.7449517250061035,0.8648595213890076,0.01837032288312912,0.7330271005630493,0.7901647686958313,0.022516362369060516
0.7355160713195801,0.8631063103675842,0.02003304474055767,0.7353320121765137,0.7635136246681213,0.022564321756362915
0.7322130799293518,0.8594780564308167,0.01618826948106289,0.7244746088981628,0.8013719320297241,0.025283852592110634
0.7290291786193848,0.8594930768013,0.02173686772584915,0.7335366010665894,0.7981117963790894,0.024473078548908234
0.7486724257469177,0.8615025281906128,0.013611453585326672,0.7309165000915527,0.8128065466880798,0.02194811776280403
0.746330976486206,0.8310911059379578,0.014131380245089531,0.7408578991889954,0.752061128616333,0.02353300154209137
0.7396094799041748,0.8846365213394165,0.013178504072129726,0.7322914600372314,0.8266832828521729,0.024170543998479843
0.7351747155189514,0.8904438614845276,0.016302654519677162,0.7315448522567749,0.8353735208511353,0.02412581816315651
0.7278705835342407,0.8817160725593567,0.019464408978819847,0.7318052053451538,0.8234927654266357,0.02349286712706089
0.7357125282287598,0.8810759782791138,0.015451694838702679,0.734452486038208,0.8298397064208984,0.0229423139244318
0.7295904159545898,0.9061701893806458,0.01515142060816288,0.7335596084594727,0.8630970120429993,0.022252904251217842
0.7520449161529541,0.8483045697212219,0.015486698597669601,0.7444743514060974,0.7936877012252808,0.020255140960216522
0.7530276775360107,0.8953521251678467,0.012196614407002926,0.7397811412811279,0.8470658659934998,0.018687542527914047
0.7475709915161133,0.8201009631156921,0.017316510900855064,0.7608646154403687,0.724520742893219,0.018601639196276665
0.7618427872657776,0.8713569045066833,0.014168036170303822,0.75870680809021,0.808111310005188,0.018269531428813934
0.776820182800293,0.8203173875808716,0.011840258724987507,0.7663813829421997,0.7727389335632324,0.016733450815081596
0.762969434261322,0.8775568604469299,0.011130890808999538,0.7599053978919983,0.8385062217712402,0.014762740582227707
0.7628699541091919,0.9285596609115601,0.008859341964125633,0.7576056718826294,0.9032397270202637,0.01129169575870037
0.7832081913948059,0.8900209665298462,0.007825271226465702,0.7772940993309021,0.8602152466773987,0.010926906019449234
0.8045319318771362,0.8208191990852356,0.0076814875937998295,0.799996018409729,0.768380343914032,0.009500626474618912
