0.0,,"tensor(0.5048, device='cuda:0')",,"tensor(0.7816, device='cuda:0')",,"tensor(0.1485, device='cuda:0')"
0.0,,"tensor(0.5048, device='cuda:0')",,"tensor(0.7816, device='cuda:0')",,"tensor(0.1485, device='cuda:0')"
1.0,,"tensor(0.5103, device='cuda:0')",,"tensor(0.7883, device='cuda:0')",,"tensor(0.1438, device='cuda:0')"
2.0,,"tensor(0.5156, device='cuda:0')",,"tensor(0.7942, device='cuda:0')",,"tensor(0.1395, device='cuda:0')"
3.0,,"tensor(0.5211, device='cuda:0')",,"tensor(0.7940, device='cuda:0')",,"tensor(0.1347, device='cuda:0')"
4.0,,"tensor(0.5262, device='cuda:0')",,"tensor(0.7931, device='cuda:0')",,"tensor(0.1301, device='cuda:0')"
5.0,,"tensor(0.5301, device='cuda:0')",,"tensor(0.7871, device='cuda:0')",,"tensor(0.1171, device='cuda:0')"
10.0,,"tensor(0.5216, device='cuda:0')",,"tensor(0.8402, device='cuda:0')",,"tensor(0.1049, device='cuda:0')"
15.0,,"tensor(0.5476, device='cuda:0')",,"tensor(0.8472, device='cuda:0')",,"tensor(0.0926, device='cuda:0')"
20.0,,"tensor(0.5680, device='cuda:0')",,"tensor(0.8498, device='cuda:0')",,"tensor(0.0826, device='cuda:0')"
30.0,,"tensor(0.6076, device='cuda:0')",,"tensor(0.8349, device='cuda:0')",,"tensor(0.0649, device='cuda:0')"
40.0,,"tensor(0.6418, device='cuda:0')",,"tensor(0.8094, device='cuda:0')",,"tensor(0.0499, device='cuda:0')"
50.0,,"tensor(0.6652, device='cuda:0')",,"tensor(0.8039, device='cuda:0')",,"tensor(0.0396, device='cuda:0')"
60.0,,"tensor(0.6558, device='cuda:0')",,"tensor(0.8550, device='cuda:0')",,"tensor(0.0537, device='cuda:0')"
70.0,,"tensor(0.6797, device='cuda:0')",,"tensor(0.8447, device='cuda:0')",,"tensor(0.0403, device='cuda:0')"
80.0,,"tensor(0.7184, device='cuda:0')",,"tensor(0.8148, device='cuda:0')",,"tensor(0.0250, device='cuda:0')"
90.0,,"tensor(0.7286, device='cuda:0')",,"tensor(0.8231, device='cuda:0')",,"tensor(0.0214, device='cuda:0')"
100.0,,"tensor(0.7443, device='cuda:0')",,"tensor(0.8226, device='cuda:0')",,"tensor(0.0185, device='cuda:0')"
110.0,,"tensor(0.7529, device='cuda:0')",,"tensor(0.8265, device='cuda:0')",,"tensor(0.0162, device='cuda:0')"
120.0,,"tensor(0.7608, device='cuda:0')",,"tensor(0.8304, device='cuda:0')",,"tensor(0.0143, device='cuda:0')"
130.0,,"tensor(0.7679, device='cuda:0')",,"tensor(0.8344, device='cuda:0')",,"tensor(0.0127, device='cuda:0')"
140.0,,"tensor(0.7744, device='cuda:0')",,"tensor(0.8385, device='cuda:0')",,"tensor(0.0114, device='cuda:0')"
150.0,,"tensor(0.7805, device='cuda:0')",,"tensor(0.8424, device='cuda:0')",,"tensor(0.0102, device='cuda:0')"
160.0,,"tensor(0.7836, device='cuda:0')",,"tensor(0.8558, device='cuda:0')",,"tensor(0.0132, device='cuda:0')"
170.0,,"tensor(0.7893, device='cuda:0')",,"tensor(0.8613, device='cuda:0')",,"tensor(0.0119, device='cuda:0')"
180.0,,"tensor(0.7948, device='cuda:0')",,"tensor(0.8657, device='cuda:0')",,"tensor(0.0109, device='cuda:0')"
190.0,,"tensor(0.8004, device='cuda:0')",,"tensor(0.8687, device='cuda:0')",,"tensor(0.0099, device='cuda:0')"
200.0,,"tensor(0.8055, device='cuda:0')",,"tensor(0.8718, device='cuda:0')",,"tensor(0.0090, device='cuda:0')"
