Index,Average,Standard Deviation
0.0,239.534376,17.117419906596428
1.0,239.819862,16.195813289386116
2.0,242.891748,11.943493354094361
3.0,243.89058,14.481652200686217
4.0,246.35195800000002,10.085801199994776
5.0,248.38786600000003,12.686043708270276
10.0,246.93455799999998,10.89531332055283
15.0,242.808392,8.663114380233939
20.0,249.45940000000002,22.208549915895894
30.0,244.49804600000002,9.38368111957051
40.0,231.15083600000003,14.817934033438807
50.0,227.569834,12.978514353103124
60.0,224.70961200000002,16.296378890626464
70.0,210.66151600000003,18.25055968049923
80.0,211.75288600000005,19.62315964014827
90.0,207.498654,22.630934506691148
100.0,207.251958,25.541901974144686
