Index,Average,Standard Deviation
0.0,0.8400711079999998,0.07181592304451329
1.0,0.780231608,0.1270155695258005
2.0,0.768927808,0.12788886118901935
3.0,0.768927808,0.12788886118901935
4.0,0.7332715180000001,0.11440524909718999
5.0,0.72537737,0.04508146060483842
10.0,0.747818956,0.07939209886107246
15.0,0.738325884,0.08464059405883151
20.0,0.805091938,0.16734140083348106
30.0,0.730709456,0.1800183344741843
40.0,0.826788968,0.1768303626161751
50.0,0.779175232,0.20601916401156495
60.0,0.817104108,0.18230207695150505
70.0,0.76597378,0.057885137954026146
80.0,0.731247088,0.0919186593141859
90.0,0.790810176,0.05118128736164481
100.0,0.775089236,0.11584955054282661
