Index,Average,Standard Deviation
0.0,0.810603556,0.09866726510860178
1.0,0.8002840360000001,0.09726122252597355
2.0,0.7889802360000001,0.1006761570222093
3.0,0.7889802360000001,0.1006761570222093
4.0,0.747240558,0.10129995053188454
5.0,0.7000474779999999,0.028031150334032598
10.0,0.7023960560000001,0.025105321595612042
15.0,0.6593554760000001,0.07999487264467431
20.0,0.759669038,0.16593169110191147
30.0,0.7307094559999999,0.18001833447418433
40.0,0.821271664,0.18103136907613365
50.0,0.7633384,0.21425405284707222
60.0,0.8067845800000001,0.1913469573569818
70.0,0.78110674,0.0540321261677665
80.0,0.700847318,0.11287454222613927
90.0,0.824929262,0.05043467758807402
100.0,0.838187714,0.06552414579811555
