Index,Average,Standard Deviation
0.0,82.64586979999999,5.44913443087507
1.0,82.0532624,4.7638313073551055
2.0,88.70228799999998,10.141498763684588
3.0,89.607996,13.082423389306124
4.0,90.078903,9.485713490689376
5.0,99.48800599999998,13.043481980063227
10.0,103.314379,6.496768748921572
15.0,104.82240900000002,5.078993277251549
20.0,103.8972108,2.2012599839057967
30.0,100.29781399999999,5.266520984838468
40.0,97.80986180000001,5.174880438851449
50.0,100.13609899999999,7.288898215505827
60.0,95.4418048,4.500461176969771
70.0,99.9091018,6.034576849059504
80.0,95.108594,4.112990104971565
90.0,94.71888080000001,5.646152574165401
100.0,93.08458680000001,2.4124822770849454
