Index,Average,Standard Deviation
0.0,79.69300000000001,6.257980607548249
1.0,79.2611732,5.569939125225784
2.0,78.719268,4.407294655179753
3.0,84.89688400000001,8.796357148457762
4.0,86.80504599999999,11.359551425574166
5.0,87.82892820000001,3.9987887527786445
10.0,95.87066999999999,7.166218491906481
15.0,98.66878160000002,4.535797894665483
20.0,95.25100799999998,5.756255643367343
30.0,98.983677,5.927101030530525
40.0,95.090732,5.391071770630996
50.0,93.285926,4.720280838031401
60.0,94.496516,3.43108985251975
70.0,94.83581920000002,6.476541683405627
80.0,91.4308624,1.4912423561341837
90.0,92.0755444,2.2327150192156258
100.0,91.7459732,2.3776567132521347
