Index,Average,Standard Deviation
0.0,0.7295366879999999,0.16198249290532538
1.0,0.724108584,0.14800158127575982
2.0,0.6746649720000001,0.15770666479771084
3.0,0.6746649720000001,0.15770666479771084
4.0,0.6777545760000001,0.15417179715286214
5.0,0.6040935000000001,0.08735917059281917
10.0,0.617632062,0.0909122218198861
15.0,0.5789967920000001,0.0642777166505511
20.0,0.5462509179999999,0.07789760222932601
30.0,0.6126909819999999,0.04056120494620907
40.0,0.677481598,0.06933210835630209
50.0,0.623976292,0.051781250573545004
60.0,0.637547952,0.058580181622828846
70.0,0.664889438,0.10003989276382584
80.0,0.65945146,0.09175698593296992
90.0,0.702239614,0.09722230219283588
100.0,0.7728448680000001,0.09965804861325396
