Index,Average,Standard Deviation
0.0,218.75544600000003,6.4543548504729715
1.0,227.761798,11.235200556567555
2.0,236.01807799999997,9.960377161468127
3.0,230.603722,8.550891621952411
4.0,231.451244,9.7264825023512
5.0,236.10454599999997,5.857867883998751
10.0,240.101894,12.396308023214981
15.0,246.85041,14.325335680904654
20.0,243.14299799999998,7.399354193120914
30.0,243.685968,12.083187006943822
40.0,243.34785000000002,7.673172741279843
50.0,237.71155600000003,6.169348716847184
60.0,233.47414600000002,6.108052903479471
70.0,225.21855999999997,4.614018106925891
80.0,222.09249,11.597463530087945
90.0,217.909334,13.950194441349698
100.0,212.768174,11.70033367598993
