Index,Average,Standard Deviation
0.0,0.6223219725,0.12884827858781145
1.0,0.7085918475,0.07974579213605737
2.0,0.7085918475,0.07974579213605737
3.0,0.6751853525000001,0.1142280576133809
4.0,0.6683751600000001,0.12342300412034946
5.0,0.6683751600000001,0.12342300412034946
10.0,0.7078808225000001,0.08019981981478523
15.0,0.7711342250000001,0.03489380559292543
20.0,0.7711342250000001,0.03489380559292543
30.0,0.58717418,0.12838702687816708
40.0,0.56674926,0.04021028764943802
50.0,0.515315915,0.05947823741090875
60.0,0.4663845425,0.06330952024929123
70.0,0.44728132750000005,0.05482267878640888
80.0,0.4614388975,0.054335207810075774
90.0,0.440427695,0.03485324842543842
100.0,0.445424375,0.026734764363593618
