x0 mu+2var
0.0,,3.3503547,,88.173004
0.0,,3.3503547,,88.173004
1000.0,,3.0523043,,82.12682
5000.0,,3.5668106,,92.56398
10000.0,,3.6901865,,95.06676
50000.0,,2.971145,,80.480446
100000.0,,3.5758195,,92.746735
200000.0,,3.4592757,,90.38255
300000.0,,3.465865,,90.51622
400000.0,,3.5112107,,91.4361
500000.0,,3.7007434,,95.280914
600000.0,,3.6723738,,94.705414
700000.0,,3.4129994,,89.4438
800000.0,,3.6914878,,95.093155
900000.0,,3.5140781,,91.49426
1000000.0,,4.07347,,102.84196
1100000.0,,4.1070485,,103.523125
1200000.0,,4.200716,,105.42324
1300000.0,,3.9771245,,100.88751
1400000.0,,3.9655755,,100.65324
1500000.0,,4.63588,,114.25088

x0 mu 200
0.0,,3.3503547,,88.173004
1000.0,,3.0523043,,82.12682
5000.0,,3.552726,,92.27827
10000.0,,3.6891809,,95.04636
50000.0,,3.6819308,,94.899284
100000.0,,3.57804,,92.79178
200000.0,,4.3816867,,109.09437
300000.0,,3.477424,,90.7507
400000.0,,3.7689004,,96.66353
500000.0,,3.667092,,94.59827
600000.0,,3.646167,,94.17379
700000.0,,3.629568,,93.83707
800000.0,,3.6439538,,94.12889
900000.0,,3.749585,,96.2717
1000000.0,,3.8787065,,98.89103
1100000.0,,4.1245,,103.87714
1200000.0,,3.79668,,97.22706
1300000.0,,3.7051446,,95.37019
1400000.0,,3.6497386,,94.24624
1500000.0,,4.105089,,103.483376

xt mu+2var
0.0,,3.3503547,,88.173004
1000.0,,4.7574563,,116.71715
5000.0,,4.2546525,,106.51739
10000.0,,4.431816,,110.11128
50000.0,,4.075686,,102.88691
100000.0,,4.143013,,104.25269
200000.0,,3.8693254,,98.70073
300000.0,,4.0809727,,102.994156
400000.0,,4.453862,,110.55851
500000.0,,4.3996882,,109.45955
600000.0,,4.3996882,,109.45955
700000.0,,4.5302014,,112.10711
800000.0,,4.2575164,,106.57548
900000.0,,4.395519,,109.37496
1000000.0,,4.146733,,104.32815
1100000.0,,4.380884,,109.078094
1200000.0,,4.198205,,105.37231
1300000.0,,4.017621,,101.70902
1400000.0,,4.4730372,,110.94749
1500000.0,,4.458118,,110.64484

xt mu
0.0,,3.3503547,,88.173004
10.0,,3.3265574,,87.69026
50.0,,2.9670951,,80.39829
100.0,,3.0523043,,82.12682
500.0,,3.5026045,,91.26151
1000.0,,4.7574563,,116.71715
5000.0,,4.3296003,,108.03776
10000.0,,4.431816,,110.11128
30000.0,,4.248224,,106.38697
50000.0,,4.1618004,,104.633804
100000.0,,4.195197,,105.31129
200000.0,,4.1462827,,104.319016
300000.0,,3.8872402,,99.06414
400000.0,,4.4011326,,109.488846
500000.0,,4.3329434,,108.105576
600000.0,,4.3020654,,107.479195
700000.0,,4.316148,,107.76486
800000.0,,4.4747424,,110.98208
900000.0,,4.2902246,,107.23899
1000000.0,,4.3979564,,109.424416
1100000.0,,4.5600696,,112.713005
1200000.0,,4.294306,,107.321785
1300000.0,,4.3203125,,107.84935
1400000.0,,4.4225807,,109.923935
1500000.0,,4.3937364,,109.338806
-10.0,,3.3503547,,88.173004
-50.0,,3.2257802,,85.64592
-100.0,,2.884894,,78.730774
-500.0,,2.7941515,,76.89
-1000.0,,1.2463925,,45.49251
-5000.0,,0.74186575,,35.257797
-10000.0,,0.618076,,32.746628
-30000.0,,2.2313933,,65.474014
-50000.0,,2.9068904,,79.17699
-100000.0,,3.0916266,,82.92451

var
0.0,,3.3503547,,88.173004
10.0,,3.3503547,,88.173004
50.0,,3.3503547,,88.173004
100.0,,3.3503547,,88.173004
500.0,,3.3503547,,88.173004
1000.0,,3.3503547,,88.173004
5000.0,,3.3503547,,88.173004
10000.0,,3.3503547,,88.173004
30000.0,,3.3503547,,88.173004
50000.0,,3.3503547,,88.173004
100000.0,,3.3503547,,88.173004
200000.0,,3.3503547,,88.173004
300000.0,,3.451152,,90.21776
400000.0,,3.4667454,,90.53408
500000.0,,3.4667454,,90.53408
600000.0,,3.4791193,,90.785095
700000.0,,3.3282175,,87.72394
