x0 mu+2var
0.0,,1.0097424,,219.534
0.0,,1.0097424,,219.534
1000.0,,1.0752301,,237.01694
5000.0,,1.0758475,,237.18176
10000.0,,1.0368819,,226.77933
50000.0,,1.0867248,,240.0856
100000.0,,1.0947924,,242.23938
200000.0,,0.8141537,,167.31868
300000.0,,0.7321832,,145.43544
400000.0,,0.52394044,,89.84192
500000.0,,0.70070904,,137.03294
600000.0,,1.0899348,,240.9426
700000.0,,0.44292167,,68.21274
800000.0,,0.21697733,,7.8935127
900000.0,,0.28462404,,25.952816
1000000.0,,0.77160484,,155.95963
1100000.0,,0.2144576,,7.220833
1200000.0,,0.20037541,,3.46138
1300000.0,,0.5578607,,98.89743
1400000.0,,0.32781342,,37.48286
1500000.0,,0.32704866,,37.278698

x0 mu 200
0.0,,1.0097424,,219.534
1000.0,,1.0717207,,236.08005
5000.0,,1.0442879,,228.75647
10000.0,,1.121392,,249.34055
50000.0,,1.0808947,,238.52917
100000.0,,1.0770473,,237.50208
200000.0,,1.1019213,,244.14255
300000.0,,0.60264254,,110.852615
400000.0,,0.39872757,,56.414455
500000.0,,0.42629382,,63.773678
600000.0,,0.36838147,,48.313114
700000.0,,0.47022563,,75.50194
800000.0,,0.5226031,,89.48489
900000.0,,0.30692858,,31.907345
1000000.0,,0.20785303,,5.4576454
1100000.0,,0.24358015,,14.995533
1200000.0,,0.41407922,,60.512814
1300000.0,,0.574148,,103.245575
1400000.0,,0.27756476,,24.068233
1500000.0,,0.8621573,,180.13396

xt mu+2var
0.0,,1.0097424,,219.534
1000.0,,1.067229,,234.88092
5000.0,,1.0809685,,238.54889
10000.0,,1.0982631,,243.16595
50000.0,,1.1740896,,263.40894
100000.0,,1.0917741,,241.4336
200000.0,,0.9813208,,211.94644
300000.0,,0.6654152,,127.61072
400000.0,,0.54726595,,96.069
500000.0,,0.4350873,,66.12123
600000.0,,0.33765662,,40.110653
700000.0,,0.35101703,,43.677418
800000.0,,0.34981126,,43.35552
900000.0,,0.2601509,,19.419346
