Index,Average,Standard Deviation
0.0,1.072738092,0.3562004138342159
1.0,1.072738092,0.3562004138342159
2.0,0.9993200520000001,0.3308393598086304
3.0,1.000146542,0.3299737333172322
4.0,1.000146542,0.3299737333172322
5.0,1.000146542,0.3299737333172322
10.0,1.1431493199999998,0.27072857467924144
15.0,1.1201223719999998,0.2569909948318048
20.0,0.97678346,0.40154792729339217
30.0,1.099463266,0.26604116832332286
40.0,1.1123713,0.2652728068150823
50.0,0.9627793319999999,0.3225189906105079
60.0,0.972016738,0.11492935094290312
70.0,0.9715446739999999,0.13715185266793323
80.0,0.9849854520000001,0.15398983461179122
90.0,1.3522227599999996,0.462847676538736
100.0,1.05762134,0.221116177730148
