Index,Average,Standard Deviation
0.0,471.13974399999995,21.86612896398683
1.0,471.13974399999995,21.86612896398683
2.0,471.13974399999995,21.86612896398683
3.0,471.13974399999995,21.86612896398683
4.0,471.13974399999995,21.86612896398683
5.0,471.13974399999995,21.86612896398683
10.0,471.13974399999995,21.86612896398683
15.0,471.13974399999995,21.86612896398683
20.0,471.13974399999995,21.86612896398683
30.0,471.13974399999995,21.86612896398683
40.0,471.13974399999995,21.86612896398683
50.0,471.13974399999995,21.86612896398683
60.0,471.13974399999995,21.86612896398683
70.0,471.13974399999995,21.86612896398683
80.0,471.13974399999995,21.86612896398683
90.0,471.13974399999995,21.86612896398683
100.0,471.13974399999995,21.86612896398683
