Index,Average,Standard Deviation
0.0,0.727706192,0.05890891067881883
1.0,0.727706192,0.05890891067881883
2.0,0.7148720719999999,0.047507109370837707
3.0,0.760137182,0.13009207657316144
4.0,0.760137182,0.13009207657316144
5.0,0.71783555,0.04596765419068066
10.0,0.8758768720000001,0.17461953105951675
15.0,0.87746753,0.181777413970701
20.0,0.861074032,0.23791211054235323
30.0,0.8557268520000001,0.15323622160322933
40.0,0.7996371600000001,0.11149444820713901
50.0,0.9889517119999999,0.26862904691378814
60.0,0.8615621299999999,0.10442117646874413
70.0,0.9682036219999999,0.12377211820286803
80.0,0.9046170119999999,0.11209119866488612
90.0,1.197955372,0.4783674968426395
100.0,0.9606185399999999,0.17784063722929694
