Index,Average,Standard Deviation
0.0,86.0480472,7.845578001540444
1.0,89.55924819999998,6.612939740265363
2.0,94.0186192,6.890051379056225
3.0,93.140277,7.3109756656862155
4.0,94.82941000000001,6.66602037784539
5.0,94.53715,5.955781033674763
10.0,104.03600800000001,8.397408273083787
15.0,103.4793128,4.75627396367276
20.0,108.33658440000002,8.531567012224324
30.0,109.08189379999999,11.757849559074216
40.0,108.51247400000003,4.415581562823183
50.0,108.81783399999999,9.292659268843554
60.0,107.10051820000001,6.363228366019327
70.0,109.41530800000001,7.237929083320451
80.0,109.66901520000002,3.971878989138031
90.0,111.47079599999999,5.912820777018698
100.0,105.984859,5.781705951345505
