0.0,,1.0611548,,233.25934
0.0,,1.0611548,,233.25934
1.0,,1.0432229,,228.47214
2.0,,1.0706393,,235.79135
3.0,,1.0865346,,240.03485
4.0,,1.1206726,,249.1485
5.0,,1.1033455,,244.52277
10.0,,1.110106,,246.32758
15.0,,1.0777636,,237.69327
20.0,,1.0818192,,238.776
30.0,,1.0815037,,238.69177
40.0,,0.96817595,,208.43723
50.0,,0.8571327,,178.79257
60.0,,0.8270198,,170.75348
70.0,,0.83122253,,171.87547
80.0,,0.75303185,,151.0013
90.0,,0.51469857,,87.37465
100.0,,0.41904587,,61.838734
-1.0,,1.0848961,,239.59741
-2.0,,1.1403586,,254.40396
-3.0,,1.1510992,,257.27133
-4.0,,1.1461667,,255.95453
-5.0,,1.1441202,,255.40817
-6.0,,1.0934026,,241.86838
-10.0,,1.0047773,,218.2085
-15.0,,1.0234836,,223.20245
