0.0,0.9044786691665649,0.023793909289469183
0.0,0.9044786691665649,0.023793909289469183
1.0,0.9487864255905152,0.020494792576952255
2.0,0.9487864255905152,0.020494792576952255
3.0,0.9305041313171387,0.017177692076413675
4.0,0.9088808059692383,0.02276345005405119
5.0,1.0407471418380738,0.0029156665154710026
10.0,0.964623236656189,0.01597153978005622
15.0,0.964623236656189,0.01597153978005622
20.0,0.9575756072998047,0.013078155552054794
30.0,1.030329990386963,0.05718581253291631
40.0,1.1145474672317506,0.05514162457606858
50.0,1.0467734575271606,0.06955887583047456
60.0,1.0409299373626708,0.07015033404916494
70.0,0.9077809572219848,0.01135969614840974
80.0,1.0050001382827758,0.02463128526739183
90.0,1.2185048103332519,0.05547823609411125
100.0,1.0961721420288086,0.054383541046005346
-1.0,0.8362404704093933,0.02731080147204352
-2.0,0.8490745902061463,0.025408822104427603
-3.0,0.8274512648582458,0.027473025161318672
-4.0,0.8589248776435852,0.02836244146130355
-5.0,0.9000345587730407,0.02505460557585821
-10.0,0.7786508202552795,0.03551999651628392
-15.0,0.7566164255142211,0.04158857951622025
-20.0,1.108861780166626,0.29168652711231513
-30.0,1.4449886798858642,0.3289415267552306
-40.0,1.1853665590286255,0.24726126320019032
-50.0,1.427052664756775,0.34526972075730444
