0.0,,1.212816,,389401.9
0.0,,1.212816,,389401.9
-10.0,,1.212816,,389401.9
-20.0,,1.304224,,391657.0
-30.0,,1.304224,,391657.0
-40.0,,1.212816,,389401.9
-50.0,,1.212816,,389401.9
-60.0,,1.1544747,,387962.6
-70.0,,1.1544747,,387962.6
-80.0,,1.1544747,,387962.6
-90.0,,1.1544747,,387962.6
-100.0,,1.1544747,,387962.6
10.0,,1.212816,,389401.9
20.0,,1.212816,,389401.9
30.0,,1.212816,,389401.9
40.0,,1.212816,,389401.9
50.0,,1.212816,,389401.9
60.0,,1.212816,,389401.9
70.0,,1.212816,,389401.9
80.0,,1.212816,,389401.9
90.0,,1.212816,,389401.9
100.0,,1.212816,,389401.9
1.0,,1.212816,,389401.9
2.0,,1.212816,,389401.9
3.0,,1.212816,,389401.9
4.0,,1.212816,,389401.9
5.0,,1.212816,,389401.9
15.0,,1.212816,,389401.9
-1.0,,1.212816,,389401.9
-2.0,,1.212816,,389401.9
-3.0,,1.212816,,389401.9
-4.0,,1.212816,,389401.9
-5.0,,1.212816,,389401.9
-15.0,,1.304224,,391657.0

0.0,,1.2626716,,390631.88
-1.0,,1.2626716,,390631.88
-2.0,,1.2626716,,390631.88
-3.0,,1.2626716,,390631.88
-4.0,,1.2626716,,390631.88
-5.0,,1.2626716,,390631.88
-6.0,,1.2626716,,390631.88
-10.0,,1.2626716,,390631.88
-15.0,,1.2626716,,390631.88
1.0,,1.2626716,,390631.88
2.0,,1.2626716,,390631.88
3.0,,1.5127516,,396801.5
4.0,,1.5127516,,396801.5
5.0,,1.5127516,,396801.5
6.0,,1.5127516,,396801.5
7.0,,1.5127516,,396801.5
8.0,,1.5127516,,396801.5
9.0,,1.5127516,,396801.5
10.0,,1.5127516,,396801.5
15.0,,1.5127516,,396801.5
20.0,,1.5127516,,396801.5
30.0,,1.5127516,,396801.5
40.0,,1.5127516,,396801.5
50.0,,1.5127516,,396801.5
60.0,,1.5127516,,396801.5
70.0,,1.5127516,,396801.5
80.0,,1.265865,,390710.66
90.0,,1.1544747,,387962.6
100.0,,1.1544747,,387962.6
