0.0,,8.4014225,,0.96840596
0.0,,8.4014225,,0.96840596
1.0,,8.4014225,,0.96840596
2.0,,8.4014225,,0.96840596
3.0,,8.4014225,,0.96840596
4.0,,8.4014225,,0.96840596
5.0,,8.4014225,,0.96840596
6.0,,8.4014225,,0.96840596
7.0,,8.4014225,,0.96840596
8.0,,7.45096,,0.8957449
9.0,,7.45096,,0.8957449
10.0,,7.4647136,,0.89679635
15.0,,7.4647136,,0.89679635
20.0,,8.368927,,0.96592176
30.0,,7.762702,,0.919577
40.0,,7.1931515,,0.8760359
50.0,,8.046128,,0.94124436
60.0,,7.159173,,0.87343836
70.0,,7.159173,,0.87343836
80.0,,7.672227,,0.91266036
90.0,,8.467224,,0.97343636
100.0,,7.836188,,0.92519486
-1.0,,8.4014225,,0.96840596
-2.0,,8.4014225,,0.96840596
-3.0,,8.4014225,,0.96840596
-4.0,,8.4014225,,0.96840596
-5.0,,8.4014225,,0.96840596
-6.0,,8.4014225,,0.96840596
-10.0,,8.4014225,,0.96840596
-15.0,,7.933136,,0.93260634
