Index,Average,Standard Deviation
0.0,0.727706192,0.05890891067881883
1.0,0.745093372,0.05854351891464618
2.0,0.745093372,0.05854351891464618
3.0,0.745093372,0.05854351891464618
4.0,0.745093372,0.05854351891464618
5.0,0.745093372,0.05854351891464618
10.0,0.776640852,0.058146044820555194
15.0,0.7608610400000001,0.06463490991814254
20.0,0.7608610400000001,0.06463490991814254
30.0,0.69111079,0.07037195455505268
40.0,0.611817634,0.030400023516691972
50.0,0.597825336,0.04453321939847583
60.0,0.5607178000000002,0.0239335034843702
70.0,0.535720148,0.05305463277827015
80.0,0.544847718,0.03875164289620477
90.0,0.49577148800000004,0.061104418799001255
100.0,0.46922058799999994,0.029138735583951074
