Index,Average,Standard Deviation
0.0,240.47936400000003,19.072274266682104
1.0,249.06544,22.03187075427867
2.0,245.850806,14.522078498642815
3.0,242.31528400000002,14.678380800867098
4.0,245.287592,12.357797686438154
5.0,249.75052,8.648910821297664
10.0,252.718212,8.686299733731037
15.0,251.422658,11.29183522804403
20.0,251.17553800000002,9.36921943274978
30.0,250.62444600000003,10.455832080999773
40.0,249.34766800000003,11.121779979212679
50.0,246.633324,6.6956087120936205
60.0,245.98244999999997,9.066953127279309
70.0,244.47611,11.11966646966176
80.0,239.25208199999997,14.318888339387797
90.0,230.046558,17.56542161031315
100.0,222.698762,12.51579667651628
