0.0,,3.3503547,,88.173004
0.0,,2.7694745,,76.389404
1.0,,2.9057152,,79.15315
2.0,,3.0411022,,81.89958
3.0,,3.0802937,,82.69461
4.0,,3.7082808,,95.433815
5.0,,4.0974007,,103.32741
10.0,,4.117815,,103.74153
15.0,,3.9503825,,100.34503
20.0,,4.1370296,,104.13132
30.0,,4.2928653,,107.29256
40.0,,4.416903,,109.80876
50.0,,4.0362363,,102.08665
60.0,,4.1467113,,104.32771
70.0,,3.7067528,,95.40282
80.0,,4.029037,,101.9406
90.0,,4.3023276,,107.48451
100.0,,4.247031,,106.36278
0.0,,2.521305,,71.355095
1.0,,3.0157127,,81.38454
2.0,,3.0618567,,82.3206
3.0,,3.249284,,86.12271
4.0,,3.3466794,,88.09845
5.0,,3.4489,,90.17207
10.0,,4.3744364,,108.947296
15.0,,4.5837536,,113.19345
20.0,,3.676441,,94.78792
30.0,,3.9735606,,100.815216
40.0,,4.325265,,107.949814
50.0,,4.071353,,102.79901
60.0,,3.9551919,,100.4426
70.0,,3.93324,,99.997284
80.0,,3.9208047,,99.745026
90.0,,3.9648478,,100.63847
100.0,,3.5554705,,92.33394
0.0,,2.9985754,,81.036896
1.0,,3.180915,,84.735794
2.0,,3.8931744,,99.184525
3.0,,3.908684,,99.499146
4.0,,4.1472178,,104.33799
5.0,,3.7879786,,97.050545
10.0,,3.7015693,,95.29767
15.0,,3.7282715,,95.83934
20.0,,3.7382846,,96.042465
30.0,,3.6727846,,94.713745
40.0,,4.220547,,105.82553
50.0,,3.6957974,,95.18058
60.0,,4.5008655,,111.512
70.0,,3.932435,,99.98096
80.0,,3.6537871,,94.32837
90.0,,4.599469,,113.51226
100.0,,4.599469,,113.51226
0.0,,2.798638,,76.98101
1.0,,3.0973375,,83.04036
2.0,,3.191765,,84.955894
3.0,,3.8267214,,97.83647
4.0,,3.3017821,,87.187675
5.0,,3.3144352,,87.44435
10.0,,3.5561588,,92.3479
15.0,,4.472117,,110.92882
20.0,,4.106777,,103.51762
30.0,,3.686278,,94.98747
40.0,,4.322515,,107.89403
50.0,,3.971246,,100.768265
60.0,,3.9281716,,99.89447
70.0,,3.9851992,,101.051315
80.0,,4.0800347,,102.97513
90.0,,4.5006332,,111.50729
100.0,,4.5006332,,111.50729
0.0,,3.3503547,,88.173004
1.0,,3.052204,,82.12479
2.0,,3.3649049,,88.46817
3.0,,3.8514843,,98.338806
4.0,,4.3810816,,109.08209
5.0,,4.5915956,,113.35254
10.0,,4.2292867,,106.00282
15.0,,4.5131145,,111.76048
20.0,,4.382969,,109.120384
30.0,,3.967708,,100.696495
40.0,,3.944112,,100.217834
50.0,,3.7475984,,96.2314
60.0,,3.6971216,,95.20744
70.0,,4.4238663,,109.95002
80.0,,4.332095,,108.08837
90.0,,3.934574,,100.024345
100.0,,4.113635,,103.65674
