Index,Average,Standard Deviation
0.0,0.9159650579999999,0.023154661722431965
1.0,0.9083784119999999,0.027929725465517495
2.0,0.90206991,0.03974661097180991
3.0,0.9076960119999999,0.039984982268323865
4.0,0.9265411,0.01644894214674612
5.0,0.922988932,0.04611870299711795
10.0,0.9328516480000001,0.05302903421329692
15.0,0.94513056,0.009003503752562122
20.0,0.9531563719999999,0.014799662848475162
30.0,0.9533439620000002,0.01766395587695395
40.0,0.953595464,0.02890618991799134
50.0,0.94176398,0.013657646683729966
60.0,0.9425350040000001,0.027806554994767405
70.0,0.9522739900000001,0.014445242475929562
80.0,0.9327197079999999,0.025868347285736188
90.0,0.923368288,0.019776091266571746
100.0,0.965752724,0.01756235964870164
